title,property-description,property-features,property-status,home-price,number-of-bedrooms,number-of-bathrooms,square-footage,annual-tax,maintenance-fee,listing-agent-info,latitude,longitude,body_content,location
"232 Buchanan Circle, Goose Creek, SC 29445 Property for sale","Welcome to 232 Buchanan Cir, a beautifully maintained 3-bedroom, 2.5-bath townhouse offering both comfort and convenience. The large master suite features ample closet space, while the open-concept living area flows seamlessly into the screened porch, perfect for enjoying morning coffee or relaxing evenings.Located in a prime Goose Creek location, this home offers easy access to shopping, dining, and major highway...",Central air Laundry Room 1 Car Garage Central Air Cooling Garage Door Opener,New | Mar 17,275500,3,2.5,1512,,,"Listing Courtesy of SOUTHERN SHORES REAL ESTATE GROUP , SC_CTAR : 25007368",32.974,-80.02,"BUY SEARCH New | Mar 17 WEB ID:94002544 232 Buchanan Circle Goose Creek, SC 29445 Goose Creek, SC 29445 for sale |Single Family |Built in 2020 3 beds 2 baths/1 half bath 1512 Approx. Sqft $275,500 USD PRESENTED BY redacted HM PROPERTIES map BUY SEARCH New | Mar 17 WEB ID:94002544 232 Buchanan Circle Goose Creek, SC 29445 Goose Creek, SC 29445 for sale |Single Family |Built in 2020 3 beds 2 baths/1 half bath 1512 Approx. Sqft $275,500 USD PRESENTED BY redacted HM PROPERTIES The Details About 232 Buchanan Circle, Goose Creek, Berkeley, SC 29445 Welcome to 232 Buchanan Cir, a beautifully maintained 3-bedroom, 2.5-bath townhouse offering both comfort and convenience. The large master suite features ample closet space, while the open-concept living area flows seamlessly into the screened porch, perfect for enjoying morning coffee or relaxing evenings.Located in a prime Goose Creek location, this home offers easy access to shopping, dining, and major highway... see more Listing Courtesy ofSOUTHERN SHORES REAL ESTATE GROUP,SC_CTAR:25007368 Contact agent to learn more important details. key features Indoor features Central air Laundry Room Outdoor features 1 Car Garage Others Central Air Cooling Garage Door Opener Goose Creek Building Sales History FOR building FOR building FOR 232 BUCHANAN CIRCLE Sales History for 232 Buchanan Circle date price listing status 09/28/2020 $191,500 Sold Charleston Trident Multiple Listing Service provides content displayed here (""provided content"") on an ""as is"" basis and makes no representations or warranties regarding the provided content, including, but not limited to those of non-infringement, timeliness, accuracy, or completeness. Individuals and companies using information presented are responsible for verification and validation of information they utilize and present to their customers and clients. Charleston Trident Multiple Listing Service will not be liable for any damage or loss resulting from use of the provided content or the products available through Portals, IDX, VOW, and/or Syndication. Recipients of this information shall not resell, redistribute, reproduce, modify, or otherwise copy any portion thereof without the expressed written consent of Charleston Trident Multiple Listing Service.","32.974,-80.02"
"255 Kepuhi Pl #17B08 2172, Maunaloa, HI 96770 Property for sale","2nd floor unit Just Listed! Light, bright and extra spacious studio with permitted loft. Newly renovated kitchen bathroom in 2023. Some of the updates include stainless dishwasher, quartz countertops and glass subway tiles, new koa laminate flooring, custom honey maple cabinetry, and new paint throughout. Fully furnished and set up for modular living with 2 twin beds, a sleeper sofa, and mobile expandable kichen...",Central air Pool Asphalt/Comp Shingle Roof Ceiling Fan(s) Cooling In Ground Solar,(blank),295000,,,548,3036,5,"Listing Courtesy of MOLOKAI ISLAND PROPERTIES , (808) 646-1332 , HI_RAM : 404864",21.185,-157.246,"BUY SEARCH WEB ID:92798156 255 Kepuhi Pl, 17B08 2172 Maunaloa, HI 96770 Maunaloa, HI 96770 for sale |Condo |Built in 1978 548 Approx. Sqft $295,000 USD Maintenance/Common Charges: $5 Annual Tax: $3,036.00 PRESENTED BY redacted PACIFIC PROPERTIES 3d tour map BUY SEARCH WEB ID:92798156 255 Kepuhi Pl, 17B08 2172 Maunaloa, HI 96770 Maunaloa, HI 96770 for sale |Condo |Built in 1978 548 Approx. Sqft $295,000 USD Maintenance/Common Charges: $5 Annual Tax: $3,036.00 PRESENTED BY redacted PACIFIC PROPERTIES The Details About 255 Kepuhi Pl, 17B08 2172, Maunaloa, Maui, HI 96770 2nd floor unit Just Listed! Light, bright and extra spacious studio with permitted loft. Newly renovated kitchen bathroom in 2023. Some of the updates include stainless dishwasher, quartz countertops and glass subway tiles, new koa laminate flooring, custom honey maple cabinetry, and new paint throughout. Fully furnished and set up for modular living with 2 twin beds, a sleeper sofa, and mobile expandable kichen... see more Listing Courtesy ofMOLOKAI ISLAND PROPERTIES, (808) 646-1332 ,HI_RAM:404864 Contact agent to learn more important details. key features Indoor features Central air Outdoor features Pool Others Asphalt/Comp Shingle Roof Ceiling Fan(s) Cooling In Ground Solar Maunaloa Building Sales History FOR building FOR building Sales History for building date unit price approx. sq. ft. beds baths 01/13/2025 20B04-1144 $200,000 348 0 0 10/10/2024 12B07-2221 $350,000 348 0 0 09/11/2024 18A01 $357,000 565 1 0 See 3 more rows Realtor Association of Maui provides content displayed here (""provided content"") on an ""as is"" basis and makes no representations or warranties regarding the provided content, including, but not limited to those of non-infringement, timeliness, accuracy, or completeness. Individuals and companies using information presented are responsible for verification and validation of information they utilize and present to their customers and clients. Realtor Association of Maui will not be liable for any damage or loss resulting from use of the provided content or the products available through Portals, IDX, VOW, and/or Syndication. Recipients of this information shall not resell, redistribute, reproduce, modify, or otherwise copy any portion thereof without the expressed written consent of Realtor Association of Maui.","21.185,-157.246"
"42 Taisley Ln, BURLINGTON, NJ 08016 Property for sale","We have received multiple offers and the seller is calling for highest and best by Sunday, 3/23 at 5pm. Welcome to this beautifully updated home located on a low traffic cul-de-sac that backs up to serene woods, offering ultimate privacy and tranquility. With a perfect blend of modern updates, high-end finishes, and thoughtful design, this property is a must-see! The entryway with vaulted ceilings and a chandelier...",1 Fireplace Central air Attached Garage Central A/C Cooling Forced Air Heating Garage - Side Entry Natural Gas Heating Zoned Heating,New | Mar 15,749777,4,2.5,3985,11398,,"Listing Courtesy of KELLER WILLIAMS REALTY - MOORESTOWN , (856) 316-1100 , BRIGHTMLS : NJBL2082664",40.041,-74.858,"Upcoming open houses: Mar 23 BUY SEARCH New | Mar 15 WEB ID:93877215 42 Taisley Ln BURLINGTON, NJ 08016 BURLINGTON, NJ 08016 for sale |Single Family |Built in 2002 4 beds 2 baths/1 half bath 3985 Approx. Sqft/ 0.39 acres $749,777 USD Annual Tax: $11,398.00 AvailableImmediately PRESENTED BY redacted SAWYER SMITH map BUY SEARCH New | Mar 15 WEB ID:93877215 42 Taisley Ln BURLINGTON, NJ 08016 BURLINGTON, NJ 08016 for sale |Single Family |Built in 2002 4 beds 2 baths/1 half bath 3985 Approx. Sqft/ 0.39 acres $749,777 USD Annual Tax: $11,398.00 AvailableImmediately PRESENTED BY redacted SAWYER SMITH The Details About 42 Taisley Ln, BURLINGTON, Burlington, NJ 08016 We have received multiple offers and the seller is calling for highest and best by Sunday, 3/23 at 5pm. Welcome to this beautifully updated home located on a low traffic cul-de-sac that backs up to serene woods, offering ultimate privacy and tranquility. With a perfect blend of modern updates, high-end finishes, and thoughtful design, this property is a must-see! The entryway with vaulted ceilings and a chandelier... see more Listing Courtesy ofKELLER WILLIAMS REALTY - MOORESTOWN, (856) 316-1100 ,BRIGHTMLS:NJBL2082664 Contact agent to learn more important details. key features Indoor features 1 Fireplace Central air Outdoor features Attached Garage Others Central A/C Cooling Forced Air Heating Garage - Side Entry Natural Gas Heating Zoned Heating BURLINGTON Bright MLS provides content displayed here (""provided content"") on an ""as is"" basis and makes no representations or warranties regarding the provided content, including, but not limited to those of non-infringement, timeliness, accuracy, or completeness. Individuals and companies using information presented are responsible for verification and validation of information they utilize and present to their customers and clients. Bright MLS will not be liable for any damage or loss resulting from use of the provided content or the products available through Portals, IDX, VOW, and/or Syndication. Recipients of this information shall not resell, redistribute, reproduce, modify, or otherwise copy any portion thereof without the expressed written consent of Bright MLS.","40.041,-74.858"
"4064 Bonaparte Drive, North Charleston, SC 29418 Property for sale","Back on the market! Nestled in a desirable neighborhood in North Charleston, this 3-bedroom 2 bath home offers a perfect blend of comfort and convenience. This stunning single-level home boasts three bedrooms and two bathrooms, perfectly situated in the heart of North Charleston. You'll enjoy easy access to Boeing, Charleston Air Force Base, Tanger Outlets, the airport, I-26, and I-526, along with nearby shopping ...",Central air Laundry Room 0 - .5 Acre Central Air Cooling Ceramic Tile Flooring In Family Room Level,(blank),298000,3,2,1388,,,"Listing Courtesy of EXP REALTY LLC , SC_CTAR : 25006078",32.862,-80.036,"BUY SEARCH WEB ID:93804471 4064 Bonaparte Drive North Charleston, SC 29418 North Charleston, SC 29418 for sale |Single Family |Built in 1990 3 beds 2 baths 1388 Approx. Sqft/ 0.16 acres $298,000 USD PRESENTED BY redacted HM PROPERTIES map BUY SEARCH WEB ID:93804471 4064 Bonaparte Drive North Charleston, SC 29418 North Charleston, SC 29418 for sale |Single Family |Built in 1990 3 beds 2 baths 1388 Approx. Sqft/ 0.16 acres $298,000 USD PRESENTED BY redacted HM PROPERTIES The Details About 4064 Bonaparte Drive, North Charleston, Charleston, SC 29418 Back on the market! Nestled in a desirable neighborhood in North Charleston, this 3-bedroom 2 bath home offers a perfect blend of comfort and convenience. This stunning single-level home boasts three bedrooms and two bathrooms, perfectly situated in the heart of North Charleston. You'll enjoy easy access to Boeing, Charleston Air Force Base, Tanger Outlets, the airport, I-26, and I-526, along with nearby shopping ... see more Listing Courtesy ofEXP REALTY LLC,SC_CTAR:25006078 Contact agent to learn more important details. key features Indoor features Central air Laundry Room Others 0 - .5 Acre Central Air Cooling Ceramic Tile Flooring In Family Room Level North Charleston Charleston Trident Multiple Listing Service provides content displayed here (""provided content"") on an ""as is"" basis and makes no representations or warranties regarding the provided content, including, but not limited to those of non-infringement, timeliness, accuracy, or completeness. Individuals and companies using information presented are responsible for verification and validation of information they utilize and present to their customers and clients. Charleston Trident Multiple Listing Service will not be liable for any damage or loss resulting from use of the provided content or the products available through Portals, IDX, VOW, and/or Syndication. Recipients of this information shall not resell, redistribute, reproduce, modify, or otherwise copy any portion thereof without the expressed written consent of Charleston Trident Multiple Listing Service.","32.862,-80.036"
"2216 Clinton Street, North Charleston, SC 29405 Property for sale","Welcome to *2016 Clinton Street*, a stunning *new construction* home in *North Charleston*. This *2-story* home features an open floor plan with *10-foot ceilings* downstairs and *9-foot ceilings* upstairs, flooding the space with natural light. The spacious kitchen includes a large island, *soft-close cabinets*, and *8-foot doors*. The master suite boasts a *rain head shower*, *walk-in closet*, and *LED mirror*. ...",Central air 1 Car Garage 0 - .5 Acre Central Air Cooling Forced Air Heating,(blank),479000,3,2.5,1900,,,"Listing Courtesy of THE BOULEVARD COMPANY , SC_CTAR : 24028671",32.846,-79.973,"BUY SEARCH WEB ID:90814491 2216 Clinton Street North Charleston, SC 29405 North Charleston, SC 29405 for sale |Single Family |Built in 2024 3 beds 2 baths/1 half bath 1900 Approx. Sqft/ 0.1 acres $479,000 USD PRESENTED BY redacted HM PROPERTIES map BUY SEARCH WEB ID:90814491 2216 Clinton Street North Charleston, SC 29405 North Charleston, SC 29405 for sale |Single Family |Built in 2024 3 beds 2 baths/1 half bath 1900 Approx. Sqft/ 0.1 acres $479,000 USD PRESENTED BY redacted HM PROPERTIES The Details About 2216 Clinton Street, North Charleston, Charleston, SC 29405 Welcome to *2016 Clinton Street*, a stunning *new construction* home in *North Charleston*. This *2-story* home features an open floor plan with *10-foot ceilings* downstairs and *9-foot ceilings* upstairs, flooding the space with natural light. The spacious kitchen includes a large island, *soft-close cabinets*, and *8-foot doors*. The master suite boasts a *rain head shower*, *walk-in closet*, and *LED mirror*. ... see more Listing Courtesy ofTHE BOULEVARD COMPANY,SC_CTAR:24028671 Contact agent to learn more important details. key features Indoor features Central air Outdoor features 1 Car Garage Others 0 - .5 Acre Central Air Cooling Forced Air Heating North Charleston Charleston Trident Multiple Listing Service provides content displayed here (""provided content"") on an ""as is"" basis and makes no representations or warranties regarding the provided content, including, but not limited to those of non-infringement, timeliness, accuracy, or completeness. Individuals and companies using information presented are responsible for verification and validation of information they utilize and present to their customers and clients. Charleston Trident Multiple Listing Service will not be liable for any damage or loss resulting from use of the provided content or the products available through Portals, IDX, VOW, and/or Syndication. Recipients of this information shall not resell, redistribute, reproduce, modify, or otherwise copy any portion thereof without the expressed written consent of Charleston Trident Multiple Listing Service.","32.846,-79.973"
"510 W Sigwalt Street, Arlington Heights, IL 60005 Property for sale","WANTED: Builders, Developers, Entrepreneurs, Dreamers! DOUBLE lot in PRIME downtown Arlington Heights location. 99 sq. ft. wide x 267 sq. ft. deep + EXTRA 32 feet depth in one section. RENOVATION OPPORTUNITY awaits on this spacious Ranch Home with a basement!! 1) Expand 2) Build Up) 3) Tear Down Build Your ""Dream Home!"" 4) Tear down, subdivide the lot and build Two NEW Homes! * *Pending VAH Approval. Dream Bi...",Central air Garage Central Air Cooling Curbs Forced Air Heating Hardwood Floors Flooring Sidewalks Street Lights Street Paved,New | Mar 18,1000000,4,2.5,2478,12365,,"Listing Courtesy of @PROPERTIES CHRISTIE'S INTERNATIONAL REAL ESTATE , (312) 254-0200 , MLSNI : 12315442",42.081,-87.99,"BUY SEARCH New | Mar 18 WEB ID:93987634 510 W Sigwalt Street Arlington Heights, IL 60005 Arlington Heights, IL 60005 for sale |Single Family |Built in 1952 4 beds 2 baths/1 half bath 2478 Approx. Sqft/ 0.63 acres $1,000,000 USD Annual Tax: $12,365.00 PRESENTED BY redacted URBAN REAL ESTATE 3d tour map BUY SEARCH New | Mar 18 WEB ID:93987634 510 W Sigwalt Street Arlington Heights, IL 60005 Arlington Heights, IL 60005 for sale |Single Family |Built in 1952 4 beds 2 baths/1 half bath 2478 Approx. Sqft/ 0.63 acres $1,000,000 USD Annual Tax: $12,365.00 PRESENTED BY redacted URBAN REAL ESTATE The Details About 510 W Sigwalt Street, Arlington Heights, Cook - Other, IL 60005 WANTED: Builders, Developers, Entrepreneurs, Dreamers! DOUBLE lot in PRIME downtown Arlington Heights location. 99 sq. ft. wide x 267 sq. ft. deep + EXTRA 32 feet depth in one section. RENOVATION OPPORTUNITY awaits on this spacious Ranch Home with a basement!! 1) Expand 2) Build Up) 3) Tear Down Build Your ""Dream Home!"" 4) Tear down, subdivide the lot and build Two NEW Homes! * *Pending VAH Approval. Dream Bi... see more Listing Courtesy of@PROPERTIES CHRISTIE'S INTERNATIONAL REAL ESTATE, (312) 254-0200 ,MLSNI:12315442 Contact agent to learn more important details. key features Indoor features Central air Outdoor features Garage Others Central Air Cooling Curbs Forced Air Heating Hardwood Floors Flooring Sidewalks Street Lights Street Paved Arlington Heights The data relating to real estate for sale on this web site comes in part from the Broker Reciprocity Program of the Midwest Real Estate Data LLC. Listing information is deemed reliable but not guaranteed.","42.081,-87.99"
"101 Woodhaven Drive #71, Hilton Head Island, SC 29928 Property for sale","Fantastic opportunity to own a piece of paradise. This Villa is very close to the beach, shopping, and restaurants. Short term rental is allowed.",Central air Community Pool Pool Tile Flooring Asphalt Roof Unassigned Wall Furnace Heating Wall Units Cooling,New | Mar 21,130000,,1,260,,260,"Listing Courtesy of MAXEY BLACKSTREAM CHRISTIE'S INTERNATIONAL REAL ES , (843) 476-4763 , SC_HHMLS : 451780",32.147,-80.758,"BUY SEARCH New | Mar 21 WEB ID:94043568 101 Woodhaven Drive, 71 Hilton Head Island, SC 29928 Hilton Head Island, SC 29928 for sale |Condo |Built in 1977 1 bath 260 Approx. Sqft $130,000 USD Maintenance/Common Charges: $260 PRESENTED BY redacted AUSTIN HILL REALTY map BUY SEARCH New | Mar 21 WEB ID:94043568 101 Woodhaven Drive, 71 Hilton Head Island, SC 29928 Hilton Head Island, SC 29928 for sale |Condo |Built in 1977 1 bath 260 Approx. Sqft $130,000 USD Maintenance/Common Charges: $260 PRESENTED BY redacted AUSTIN HILL REALTY The Details About 101 Woodhaven Drive, 71, Hilton Head Island, Beaufort, SC 29928 Fantastic opportunity to own a piece of paradise. This Villa is very close to the beach, shopping, and restaurants. Short term rental is allowed. Listing Courtesy ofMAXEY BLACKSTREAM CHRISTIE'S INTERNATIONAL REAL ES, (843) 476-4763 ,SC_HHMLS:451780 Contact agent to learn more important details. key features Indoor features Central air Outdoor features Community Pool Pool Others Tile Flooring Asphalt Roof Unassigned Wall Furnace Heating Wall Units Cooling Hilton Head Island Building Sales History FOR building FOR building Sales History for building date unit price approx. sq. ft. beds baths 11/25/2024 6 $98,000 260 0 1 03/13/2023 139 $89,200 260 0 1 10/25/2022 65 $87,000 260 0 1 See 3 more rows Multiple Listing Service of Hilton Head Island provides content displayed here (""provided content"") on an ""as is"" basis and makes no representations or warranties regarding the provided content, including, but not limited to those of non-infringement, timeliness, accuracy, or completeness. Individuals and companies using information presented are responsible for verification and validation of information they utilize and present to their customers and clients. Multiple Listing Service of Hilton Head Island will not be liable for any damage or loss resulting from use of the provided content or the products available through Portals, IDX, VOW, and/or Syndication. Recipients of this information shall not resell, redistribute, reproduce, modify, or otherwise copy any portion thereof without the expressed written consent of Multiple Listing Service of Hilton Head Island.","32.147,-80.758"
"5401 Collins Ave #340, Miami Beach, FL 33140 Property for sale","Experience Luxury Living at The Carriage House Condominium! Step into this one-of-a-kind beachfront townhouse and embrace a lifestyle of elegance, comfort, and convenience. Wake up to breathtaking ocean views and enjoy direct access to a 9-mile beachfront promenade—perfect for jogging, cycling, or leisurely strolls along the water. Highlights of Your New Home: • Custom Features: Beautifully designed with...",Central air Dryer Open Washer Balcony Garage Pool Tennis Courts Dryer Hookup Assigned Central Air Cooling Elevator Guest Heated Security High Impact Doors Space Heater Heating Tile Flooring Washer Hookup,(blank),675000,2,2,1230,5423,1721,"Listing Courtesy of 1ST CLASS REALTY & MANAGEMENT CO. , SEFMLS : A11704293",25.833,-80.121,"BUY SEARCH WEB ID:91488812 5401 Collins Ave, 340 Miami Beach, FL 33140 Miami Beach, FL 33140 for sale |Condo |Built in 1967 2 beds 2 baths 1230 Approx. Sqft outdoor space $675,000 USD Maintenance/Common Charges: $1,721 Annual Tax: $5,423.00 AvailableImmediately virtual tour map BUY SEARCH WEB ID:91488812 5401 Collins Ave, 340 Miami Beach, FL 33140 Miami Beach, FL 33140 for sale |Condo |Built in 1967 2 beds 2 baths 1230 Approx. Sqft outdoor space $675,000 USD Maintenance/Common Charges: $1,721 Annual Tax: $5,423.00 AvailableImmediately The Details About 5401 Collins Ave, 340, Miami Beach, FL 33140 Experience Luxury Living at The Carriage House Condominium! Step into this one-of-a-kind beachfront townhouse and embrace a lifestyle of elegance, comfort, and convenience. Wake up to breathtaking ocean views and enjoy direct access to a 9-mile beachfront promenade—perfect for jogging, cycling, or leisurely strolls along the water. Highlights of Your New Home: • Custom Features: Beautifully designed with... see more Listing Courtesy of1ST CLASS REALTY & MANAGEMENT CO.,SEFMLS:A11704293 key features Indoor features Central air Dryer Open Washer Outdoor features Balcony Garage Pool Tennis Courts Others Dryer Hookup Assigned Central Air Cooling Elevator Guest Heated Security High Impact Doors Space Heater Heating Tile Flooring Washer Hookup Miami Beach Even if you’ve never been to Miami Beach, you know Miami Beach. It is a vibrant town, sun-kissed and clad in Caribbean pastels and crisp white linen. Set apart from Miami by Biscayne Bay and set apart from the world by sheer attitude, Miami Beach is a vacation postcard brought to life. People flock here, drawn by the ocean breezes, beautiful beaches, legendary luxe lifestyle, and lively streets, clubs, stores, and restaurants. In fact, the city accounts for more than half of all tourist visits to Miami-Dade County. But Miami Beach isn’t solely what you see in magazines, TV, and movies. It’s also a place for refined life enjoyed in high-rises and lush enclaves — a heaven-on-earth bound by museums and marinas, food and fashion trends, and groundbreaking art. Building Sales History FOR building FOR building Sales History for building date unit price approx. sq. ft. beds baths 03/04/2025 337 $720,000 1410 3 3 02/05/2025 402 $799,000 1430 2 2 01/23/2025 912 $500,000 980 1 2 See 3 more rows South Eastern Florida Multiple Listing Service provides content displayed here (""provided content"") on an ""as is"" basis and makes no representations or warranties regarding the provided content, including, but not limited to those of non-infringement, timeliness, accuracy, or completeness. Individuals and companies using information presented are responsible for verification and validation of information they utilize and present to their customers and clients. South Eastern Florida Multiple Listing Service will not be liable for any damage or loss resulting from use of the provided content or the products available through Portals, IDX, VOW, and/or Syndication. Recipients of this information shall not resell, redistribute, reproduce, modify, or otherwise copy any portion thereof without the expressed written consent of South Eastern Florida Multiple Listing Service.","25.833,-80.121"
"29 27th Avenue, Isle of Palms, SC 29451 Property for sale","This stunning Isle of Palms retreat exudes the effortless elegance of a boutique hotel while preserving the timeless charm of a vintage beach house. Ideally situated on one of the best blocks on the island--just footsteps from the rec center--this exceptional property offers unmatched versatility, whether as a private residence, vacation getaway, or high-performing investment. With proven short-term rental income,...",Central air 1 Car Garage Attached Garage 0 - .5 Acre Central Air Cooling Ceramic Tile Flooring Electric Heating Wood Flooring,New | Mar 19,2195000,4,2.5,1549,,,"Listing Courtesy of THE BOULEVARD COMPANY , SC_CTAR : 25007237",32.795,-79.778,"BUY SEARCH New | Mar 19 WEB ID:94002526 29 27th Avenue Isle of Palms, SC 29451 Isle of Palms, SC 29451 for sale |Single Family |Built in 1963 4 beds 2 baths/1 half bath 1549 Approx. Sqft/ 0.32 acres $2,195,000 USD PRESENTED BY redacted HM PROPERTIES map BUY SEARCH New | Mar 19 WEB ID:94002526 29 27th Avenue Isle of Palms, SC 29451 Isle of Palms, SC 29451 for sale |Single Family |Built in 1963 4 beds 2 baths/1 half bath 1549 Approx. Sqft/ 0.32 acres $2,195,000 USD PRESENTED BY redacted HM PROPERTIES The Details About 29 27th Avenue, Isle of Palms, Charleston, SC 29451 This stunning Isle of Palms retreat exudes the effortless elegance of a boutique hotel while preserving the timeless charm of a vintage beach house. Ideally situated on one of the best blocks on the island--just footsteps from the rec center--this exceptional property offers unmatched versatility, whether as a private residence, vacation getaway, or high-performing investment. With proven short-term rental income,... see more Listing Courtesy ofTHE BOULEVARD COMPANY,SC_CTAR:25007237 Contact agent to learn more important details. key features Indoor features Central air Outdoor features 1 Car Garage Attached Garage Others 0 - .5 Acre Central Air Cooling Ceramic Tile Flooring Electric Heating Wood Flooring Isle of Palms Just seven miles long and one mile wide, the Isle of Palms is a barrier island separated from Mount Pleasant by the Intracoastal Waterway. With six miles of beach along the coastline, every house on the island is within steps of sand and surf. The town is a popular vacation destination, as well as a favorite spot for second homes, but there’s also a steady population of permanent residents. For those that live in this beach town during the off-season, daily life involves all the summer favorites without the crowds: a morning walk on the beach, a concert at legendary music venue The Windjammer, or a meal of Lowcounty cuisine at a beachfront restaurant. It’s about a half-hour drive to downtown Charleston, so it’s easy to stop in the city for anything not available on the island or even as a regular commute. Building Sales History FOR building FOR building FOR 29 27TH AVENUE Sales History for 29 27th Avenue date price listing status 06/06/2021 0 Sold Charleston Trident Multiple Listing Service provides content displayed here (""provided content"") on an ""as is"" basis and makes no representations or warranties regarding the provided content, including, but not limited to those of non-infringement, timeliness, accuracy, or completeness. Individuals and companies using information presented are responsible for verification and validation of information they utilize and present to their customers and clients. Charleston Trident Multiple Listing Service will not be liable for any damage or loss resulting from use of the provided content or the products available through Portals, IDX, VOW, and/or Syndication. Recipients of this information shall not resell, redistribute, reproduce, modify, or otherwise copy any portion thereof without the expressed written consent of Charleston Trident Multiple Listing Service.","32.795,-79.778"
"3552 Old Ferry Road, Johns Island, SC 29455 Property for sale","Welcome Home to this tastefully renovated 3BR/2BA brick ranch on nearly 1/2 acre! Since ownership (2022), the seller has been very busy with the transformation of the property. The Owner installed a brand new roof/hvac/electrical/plumbing/hot water heater/appliances/added second full bath for a true Master BR/BA ensuite/kitchen renovation/bath(s) renovations/refinished hardwoods, fresh interior and exterior pain...",Central air 1 Car Garage 0 - .5 Acre Central Air Cooling Ceramic Tile Flooring Garage Door Opener Interior Lot Level Off Street Wood Flooring,(blank),570000,3,2,1362,,,"Listing Courtesy of THE BOULEVARD COMPANY , SC_CTAR : 25000773",32.788,-80.107,"BUY SEARCH WEB ID:92249596 3552 Old Ferry Road Johns Island, SC 29455 Johns Island, SC 29455 for sale |Single Family |Built in 1964 3 beds 2 baths 1362 Approx. Sqft/ 0.42 acres $570,000 USD PRESENTED BY redacted HM PROPERTIES 3d tour map BUY SEARCH WEB ID:92249596 3552 Old Ferry Road Johns Island, SC 29455 Johns Island, SC 29455 for sale |Single Family |Built in 1964 3 beds 2 baths 1362 Approx. Sqft/ 0.42 acres $570,000 USD PRESENTED BY redacted HM PROPERTIES The Details About 3552 Old Ferry Road, Johns Island, Charleston, SC 29455 Welcome Home to this tastefully renovated 3BR/2BA brick ranch on nearly 1/2 acre! Since ownership (2022), the seller has been very busy with the transformation of the property. The Owner installed a brand new roof/hvac/electrical/plumbing/hot water heater/appliances/added second full bath for a true Master BR/BA ensuite/kitchen renovation/bath(s) renovations/refinished hardwoods, fresh interior and exterior pain... see more Listing Courtesy ofTHE BOULEVARD COMPANY,SC_CTAR:25000773 Contact agent to learn more important details. key features Indoor features Central air Outdoor features 1 Car Garage Others 0 - .5 Acre Central Air Cooling Ceramic Tile Flooring Garage Door Opener Interior Lot Level Off Street Wood Flooring Johns Island Building Sales History FOR building FOR building FOR 3552 OLD FERRY ROAD Sales History for 3552 Old Ferry Road date price listing status 11/24/2021 $290,000 Sold Charleston Trident Multiple Listing Service provides content displayed here (""provided content"") on an ""as is"" basis and makes no representations or warranties regarding the provided content, including, but not limited to those of non-infringement, timeliness, accuracy, or completeness. Individuals and companies using information presented are responsible for verification and validation of information they utilize and present to their customers and clients. Charleston Trident Multiple Listing Service will not be liable for any damage or loss resulting from use of the provided content or the products available through Portals, IDX, VOW, and/or Syndication. Recipients of this information shall not resell, redistribute, reproduce, modify, or otherwise copy any portion thereof without the expressed written consent of Charleston Trident Multiple Listing Service.","32.788,-80.107"
"15530 Glenlake Drive, Orland Park, IL 60467 Property for sale","Backing onto serene open space, this exceptional 5-bedroom, 3-bathroom, two-story home offers a unique and carefully designed floor plan ideal for entertaining. Step inside to find elegant formal living and dining rooms at the entrance, perfect for hosting guests. The family room boasts soaring ceilings, a striking brick fireplace, and windows that frame beautiful rear views, as well as a charming bridge above. A ...",1 Fireplace Central air Dryer Washer Corner Lot Garage Asphalt Roof Central Air Cooling Curbs Forced Air Heating In Family Room Landscaped Natural Gas Heating Park Sep Heating Systems - 2+ Heating Sidewalks Street Lights Street Paved Zoned Cooling,Reduced price,759000,5,3,4290,14023,40,"Listing Courtesy of CENTURY 21 CIRCLE , (708) 361-0800 , MLSNI : 12289510",41.605,-87.886,"Upcoming open houses: Mar 23 BUY SEARCH Reduced price WEB ID:93301175 15530 Glenlake Drive Orland Park, IL 60467 Orland Park, IL 60467 for sale |Single Family |Built in 1998 5 beds 3 baths 4290 Approx. Sqft/ 0.3 acres $759,000 USD Maintenance/Common Charges: $40 Annual Tax: $14,023.00 PRESENTED BY redacted URBAN REAL ESTATE 3d tour map BUY SEARCH Reduced price WEB ID:93301175 15530 Glenlake Drive Orland Park, IL 60467 Orland Park, IL 60467 for sale |Single Family |Built in 1998 5 beds 3 baths 4290 Approx. Sqft/ 0.3 acres $759,000 USD Maintenance/Common Charges: $40 Annual Tax: $14,023.00 PRESENTED BY redacted URBAN REAL ESTATE The Details About 15530 Glenlake Drive, Orland Park, Cook - Other, IL 60467 Backing onto serene open space, this exceptional 5-bedroom, 3-bathroom, two-story home offers a unique and carefully designed floor plan ideal for entertaining. Step inside to find elegant formal living and dining rooms at the entrance, perfect for hosting guests. The family room boasts soaring ceilings, a striking brick fireplace, and windows that frame beautiful rear views, as well as a charming bridge above. A ... see more Listing Courtesy ofCENTURY 21 CIRCLE, (708) 361-0800 ,MLSNI:12289510 Contact agent to learn more important details. key features Indoor features 1 Fireplace Central air Dryer Washer Outdoor features Corner Lot Garage Others Asphalt Roof Central Air Cooling Curbs Forced Air Heating In Family Room Landscaped Natural Gas Heating Park Sep Heating Systems - 2+ Heating Sidewalks Street Lights Street Paved Zoned Cooling Orland Park The data relating to real estate for sale on this web site comes in part from the Broker Reciprocity Program of the Midwest Real Estate Data LLC. Listing information is deemed reliable but not guaranteed.","41.605,-87.886"
